counterpart_name,year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Azerbaijan,Bangladesh,Belarus,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Central African Republic,Chad,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Eritrea,Eswatini,Ethiopia,Fiji,Gabon,"Gambia, The",Georgia,Ghana,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,"Iran, Islamic Rep.",Iraq,Jamaica,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyz Republic,Lao PDR,Lebanon,Lesotho,Liberia,Madagascar,Malawi,Maldives,Mali,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Nepal,Nicaragua,Niger,Nigeria,North Macedonia,Pakistan,Papua New Guinea,Paraguay,Peru,Philippines,Rwanda,Samoa,Sao Tome and Principe,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,Sri Lanka,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Tunisia,Turkiye,Turkmenistan,Uganda,Ukraine,Uzbekistan,Vanuatu,Viet Nam,"Yemen, Rep.",Zambia,Zimbabwe
Uruguay (private),1996,,,,,,,,,,,,,,,,9.3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay (private),1997,,,,,,,,,,,,,,,,5.9612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay (private),1998,,,,,,,,,,,,,,,,3.9676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay (private),1999,,,,,,,,,,,,,,,,6.4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay (private),2000,,,,,,,,,,,,,,,,7.2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan (official),1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,7.9999,,,,,,,,,,,,,,,6.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1976,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,7.9999,,,,8.0,8.0,,7.9999,,,,,,,,,,8.0,,,5.0,,7.9999,,,,,7.4405,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1977,,,,,8.0,,,,,,,,2.0,,,,,,,,,,,,6.4999,,,,8.0,,,,,,,7.9999,,,,,,,,,,8.0,,,8.2704,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1978,,,,,8.0,,,,,,,,8.0,,,,,,,,,,,,,,,,7.5911,,,,,,,8.0,,,,,,,,,,,,,8.0,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1979,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.912,,,,7.9,,,7.9999,,,,,,,,,,4.0,,,7.5,,7.7309,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.9152,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1980,,,,,8.0,,,,,,,,8.25,,,,,,,,,,,,,,,,7.8139,,,,5.7752,7.7561,,8.1762,,,,,,,,,,8.25,,,,,8.0711,,,,,8.01,,,,,,,,,,,,,,,,,,,,,,,,7.5169,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0789,,,,4.2407,,,1.3975,,,,,,,,,,4.0,,,,9.018,8.0,,,,,8.3164,,,,,,,,,,,,,,,,,,,,,,,,4.1102,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5385,,,,6.0158,,,4.7072,,,,,,,,,2.0,4.0,,,,7.0,9.0494,,,,,8.2776,,,,,,,,,,,,,,,,,,,,,,,,7.8161,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1983,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,4.6132,,,2.0,,,,6.028,,,,,,,,,,4.0,,,,,8.0,,,,,7.9999,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1589,,,,8.0453,,,7.7592,,,,,,,,,2.0,4.0,,,,7.0,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1985,,,,,,,,,,9.4742,,,,,,,,,,,,,,,,,,,4.2892,,,,8.0407,,,4.8539,,,,,,,,,,3.5795,,,,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,3.9999,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1986,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,8.0,,,,7.9999,,,6.8428,,,,,,,,,3.9999,8.0,,,,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1987,,,,,,,,,,,,,6.0,,,,,,,,,,,,8.0,,,,8.0,,,,9.5,,,7.2045,,,,,,,,,,8.0,,,,,7.8008,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1988,,,,,,,,,,,,,,,,,,,,,,,,,6.097,,,,8.0,,,,5.0007,,,7.0,,,,,,,,,,,,,7.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1989,,,,,,,,,,,,,6.0,,,,,,,,,,,,7.2904,,,,8.0,,,,8.199,,,7.0,,,,,,,,,,7.5893,,,6.5999,,7.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1990,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,8.0,,,,5.1523,,,7.0,,,,,,,,,4.0,7.9771,,,,,9.1728,,,,,8.0,,,,,,,,,,,,,,,,7.6189,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1991,,,,,,,,,,7.252,,,6.0,,,,,,,,,,,,6.6244,,,,5.7475,,,,6.1185,9.6499,,8.0,,,,,,,,,,5.673,,,6.4433,,6.1727,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1992,,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,8.0,,,,8.0,,,,7.3875,,,,,,,,,,,,,8.0,,,8.0,,7.7187,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1993,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,,,8.0,,,,6.0294,,,6.923,,,,,,,,,4.0,8.0,,,7.8046,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.8477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8596,,,,,,,,,,,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3877,,,,,,,,,,,,,,,,6.6,,6.6799,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8699,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1997,,,,,,,,,,,,,,,,6.1726,,,,,,,,,,,,,,,,,11.8444,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1998,,,,,,,,,,6.0,,,,,,5.7529,,,,,,,,,,,,,,,,6.0,9.5386,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),1999,,,,,,,,,,,,,,,,8.2855,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2005,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2006,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2007,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2008,,,,,,,,,7.5,,,,3.4021,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2009,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.24,,,,,,,1.0,1.0045,0.7609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2010,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,1.2468,1.9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2011,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,0.9381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (official),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1977,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1980,,,,,,,,,,,,,,,,14.9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1981,,,,,,,,,,8.0,,,,,,14.8699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1982,,,,,,,,,,,,,,,,12.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1985,,,,,,,,,,,,,,,,10.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9999,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),2008,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (private),2020,,,,,,,,,,,,,,,,1.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam (official),2005,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam (official),2010,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam (official),2011,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam (official),2013,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1977,,,,,,,,,,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1978,,,,,,,,,,,5.5,,,,,,5.4111,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
West African Development Bank - BOAD (official),1979,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,6.7816,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
West African Development Bank - BOAD (official),1980,,,,,,,,,,,9.4411,,,,,,,,,,10.2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,9.0202,,,,,,,,,,,,
West African Development Bank - BOAD (official),1981,,,,,,,,,,,11.5,,,,,,11.2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6174,,,,,,,,,,,9.4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1982,,,,,,,,,,,9.2299,,,,,,8.0,,,,,,,,,,,,,9.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1983,,,,,,,,,,,8.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3333,,,,,,,,,,,9.6342,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
West African Development Bank - BOAD (official),1984,,,,,,,,,,,10.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1985,,,,,,,,,,,10.4371,,,,,,10.1867,,,,,,,,,,,,,8.8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,9.4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1986,,,,,,,,,,,8.4205,,,,,,9.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2093,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,
West African Development Bank - BOAD (official),1987,,,,,,,,,,,,,,,,,5.7913,,,,,,,,,,,,,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1988,,,,,,,,,,,5.5,,,,,,9.5,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.985,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,5.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,6.8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1991,,,,,,,,,,,4.2479,,,,,,3.7,,,,,,,,,,,,,1.1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1992,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,4.4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1993,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1994,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1995,,,,,,,,,,,4.9763,,,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,5.1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1996,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,5.6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2083,,,,,,,,,,,,,,,,,,,,,,,3.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),1997,,,,,,,,,,,4.0463,,,,,,3.7,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8499,,,,,,,,,,,,
West African Development Bank - BOAD (official),1998,,,,,,,,,,,6.8,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5529,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,
West African Development Bank - BOAD (official),1999,,,,,,,,,,,4.6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9999,,,,,,,,,,,,,,,,,,,,,,,3.7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West African Development Bank - BOAD (official),2000,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
